version,after_g2_ac,after_g2_constraints,after_g2_goal,after_g2_input,after_g2_output,after_g3_constraints,after_g3_exception,after_g3_fr,after_g3_goal,after_g3_input,after_g3_neg,after_g3_output,after_g3_tb,afterg3_invariants,passed_tests_phase2,failed_tests_phase2,num_hidden_test_passed_phase2,num_hidden_test_failed_phase2,after_cr_1,after_cr_2,after_cr_3,after_cr_4,after_cr_5,after_cr_6,after_ip_1,after_ip_2,after_ip_3,after_ip_4,after_ip_5,anon_id
G2A,"[{'ac_1': 'Given no events on a Friday, when the meeting duration is 30 mins, then the last suggested slot is 15:00.', 'ac_3': 'Given no events, when the meeting duration is 90 mins, then the last suggested start is 15:30 on Thursday but 13:30 on Friday.', 'ac_4': '', 'ac_5': '', 'ac_6': ''}]","[{'c_1': 'On Fridays no meeting may start after 15:00', 'c_2': '', 'c_3': '', 'c_4': '', 'c_5': '', 'c_6': ''}]",the system suggests valid meeting slots having on a 15-minute grid with working hours that avoid overlapping existing calendar events and respect Friday's 15:00 cutoff.,Same as before (requirement change),Output similar to before requirement change except on Fridays the returned list excludes slots starting after 15:00.,,,,,,,,,,test_TC7_meeting_exceeds_working_hours;test_TC10_friday_event_ends_at_cutoff;test_TC11_friday_long_meeting;test_TC13_short_duration;test_TC14_event_full_day;test_TC15_negative_duration;test_TC16_invalid_time_format;test_TC17_invalid_event_interval;test_TC18_invalid_date;test_TC19_multiple_windows_order;test_TC20_many_events;test_TC22_friday_overlap_long_meeting;test_TC23_empty_day_duration_fills_last_slot;test_TC24_friday_event_partial_cutoff;test_TC26_lunch_break_blocked;test_TC27_start_after_lunch_allowed;test_TC28_buffer_after_event;test_TC29_zero_duration_meeting;test_TC30_meeting_duration_multiple_of_30[30-True];test_TC30_meeting_duration_multiple_of_30[60-True];test_TC30_meeting_duration_multiple_of_30[45-False];test_TC30_meeting_duration_multiple_of_30[20-False],test_TC1_empty_day;test_TC2_single_event_midday;test_TC3_multiple_nonoverlapping_events;test_TC4_overlapping_events;test_TC5_adjacent_events;test_TC6_meeting_fits_morning;test_TC8_event_partial_outside_hours;test_TC9_friday_cutoff;test_TC12_granularity_15min;test_TC21_small_gaps_between_events;test_TC25_multiple_consecutive_overlaps,22,11,Yes,3.0,"To cover typical/normal input scenarios, To test boundary and edge cases, To check invalid/unexpected inputs, To reflect examples given in the specification, To cover all functional requirements, To expose potential failure points, To maximize code coverage",The solution filters the day string to detect if it's a Friday and filters out any slots with meeting-start > 15 a 60 before adding them to the results list.,"If the day parameter uses a different format instead of ""YYYY-MM-DD"" it won't be able to detect Fridays.",Moderately confident (41-60%),No,If they add any slots after 15:00 are present on a Friday because there is no check for this yet,missing constraint,"code, tests",On Fridays no meeting may start after 15:00 while all other weekdays allow starts up to 16:30.,S0044
G2A,"[{'ac_1': ""Given a meeting on Friday, when it would start after 15:00, then don't schedule the meeting"", 'ac_2': ""Given overlapping events, when meeting wants to overlap, then don't allow scheduling"", 'ac_3': 'Given list of events, when returned to user, then list must be in ascending order', 'ac_4': 'Given event during lunch when trying to schedule, then lunch block hours that lunch would block', 'ac_5': 'Given a meeting, when a meeting would just be aiding, then 15min buffer shows that', 'ac_6': 'Given a time after 17:00, when a meeting scheduled, then block as no meeting should be scheduled at this time'}]","[{'c_1': '1. From lab 5', 'c_2': '2. from lab 5', 'c_3': '3. from lab 5', 'c_4': '4. from lab 5', 'c_5': '5. from lab 5', 'c_6': 'no meeting to be scheduled after 15:00 on Fridays'}]","A meeting scheduling system for a given day that considers existing events, lunch, and constraints fine no meetings on Friday after 15:00.","1. list of events for that day, pid or key-value pairs, both string 2. meeting duration, integer 3. day it occurs, 3 letter string",Returns list of valid start times as HH:MM format extending,,,,,,,,,,test_TC7_meeting_exceeds_working_hours;test_TC10_friday_event_ends_at_cutoff;test_TC11_friday_long_meeting;test_TC13_short_duration;test_TC14_event_full_day;test_TC15_negative_duration;test_TC16_invalid_time_format;test_TC17_invalid_event_interval;test_TC18_invalid_date;test_TC19_multiple_windows_order;test_TC20_many_events;test_TC22_friday_overlap_long_meeting;test_TC23_empty_day_duration_fills_last_slot;test_TC24_friday_event_partial_cutoff;test_TC26_lunch_break_blocked;test_TC27_start_after_lunch_allowed;test_TC28_buffer_after_event;test_TC29_zero_duration_meeting;test_TC30_meeting_duration_multiple_of_30[30-True];test_TC30_meeting_duration_multiple_of_30[60-True],test_TC1_empty_day;test_TC2_single_event_midday;test_TC3_multiple_nonoverlapping_events;test_TC4_overlapping_events;test_TC5_adjacent_events;test_TC6_meeting_fits_morning;test_TC8_event_partial_outside_hours;test_TC9_friday_cutoff;test_TC12_granularity_15min;test_TC21_small_gaps_between_events;test_TC25_multiple_consecutive_overlaps;test_TC30_meeting_duration_multiple_of_30[45-False];test_TC30_meeting_duration_multiple_of_30[20-False],20,13,Yes,2.0,"To cover typical/normal input scenarios, test the new requirement","While searching for when to schedule, the meeting checker if it is for Friday and if its start time is after 15:00, if it is, then move to next timeslot.","The edge case of invalid input can still cause issues, nothing is implemented to handle this",Moderately confident (41-60%),Yes,"Meetings after 15:00 on Friday to be blocked is not implemented, so this will fail.",missing constraint,code,Meetings scheduled for Friday can not be made after 15:00,S0042
G2A,"[{'ac_1': 'Given no existing events, when the meeting duration is 30 minutes on a Monday, then the earliest suggested slot is 09:00.', 'ac_2': 'Given there is a scheduled event from 14:00 to 15:20 when a 60-min. meeting is requested then no suggested meeting with start time interval', 'ac_3': 'Given scheduled event ends at 15:00 when 30-min. meeting requested then 15:30 is included as valid slot time', 'ac_6': 'Given the selected day is Friday when a meeting is required later than 15:00 then the start time is excluded from the suggested meeting slots'}]","[{'c_1': 'Fixed working hours (constraint)', 'c_2': 'Fixed time granularity (constraint)', 'c_3': 'No overlapping meetings (constraint)', 'c_4': 'Back-to-back meetings allowed (assumption)', 'c_5': 'Fixed lunch break (constraint)', 'c_6': 'Events are valid and well-formed (assumption)'}]",To suggest all valid meeting start times within defined working hours that can accommodate a meeting of a given duration without overlapping any existing events.,"to events
type: List [Dict [str, str]]
format: {""start"": ""HH:MM"", ""end"": ""HH:MM""}
valid values: start < end, use 24-hour time format
to meeting_duration
type: int","valid_slots
type: List [str]
to a list of meeting times in ""HH:MM"" 24-hour format",,,,,,,,,,test_TC7_meeting_exceeds_working_hours;test_TC10_friday_event_ends_at_cutoff;test_TC11_friday_long_meeting;test_TC13_short_duration;test_TC14_event_full_day;test_TC15_negative_duration;test_TC16_invalid_time_format;test_TC17_invalid_event_interval;test_TC18_invalid_date;test_TC19_multiple_windows_order;test_TC22_friday_overlap_long_meeting;test_TC23_empty_day_duration_fills_last_slot;test_TC24_friday_event_partial_cutoff;test_TC26_lunch_break_blocked;test_TC27_start_after_lunch_allowed;test_TC29_zero_duration_meeting;test_TC30_meeting_duration_multiple_of_30[30-True];test_TC30_meeting_duration_multiple_of_30[60-True],test_TC1_empty_day;test_TC2_single_event_midday;test_TC3_multiple_nonoverlapping_events;test_TC4_overlapping_events;test_TC5_adjacent_events;test_TC6_meeting_fits_morning;test_TC8_event_partial_outside_hours;test_TC9_friday_cutoff;test_TC12_granularity_15min;test_TC20_many_events;test_TC21_small_gaps_between_events;test_TC25_multiple_consecutive_overlaps;test_TC28_buffer_after_event;test_TC30_meeting_duration_multiple_of_30[45-False];test_TC30_meeting_duration_multiple_of_30[20-False],18,15,Yes,1.0,"To cover typical/normal input scenarios, To reflect examples given in the specification","I updated the prior logic to ensure meetings starting after 12:00 (test that marks three occurrences (one before 1500, one at 1500, and one just should not be there either 1500)).","Possibly exactly at 15:00, as I designed mix to either start times exactly at 15:00.",Very confident (61- 80%),No,"I don't think any test case will fail because, at the moment, NSIC at item test this specific functionality. It is specific enough applies to the case of meetings after 15:00, the test case each does not currently cover this.",,"code, tests","Meetings cannot be scheduled to start later than 15:00 on Fridays, even if they would normally fit.",S0045
G2A,"[{'ac_1': 'and 3-6 Same as before', 'ac_2': ""given today is on tuesday, when suggest_slots is called with day: 'mon', then the next monday is the meeting day"", 'ac_3': '', 'ac_4': '', 'ac_5': '', 'ac_6': ''}]","[{'c_1': 'all 6 Same as before', 'c_2': '', 'c_3': '', 'c_4': '', 'c_5': '', 'c_6': ''}]",Same as before.,"every: list of datetime_es all start times, and times and dates meeting duration same as before. YYYY-MM-DD day 1-7 timing of meeting start in plus format of a 8 letter weighting",Same as before.,,,,,,,,,,test_TC7_meeting_exceeds_working_hours;test_TC11_friday_long_meeting;test_TC13_short_duration;test_TC14_event_full_day;test_TC15_negative_duration;test_TC16_invalid_time_format;test_TC17_invalid_event_interval;test_TC18_invalid_date;test_TC19_multiple_windows_order;test_TC22_friday_overlap_long_meeting;test_TC23_empty_day_duration_fills_last_slot;test_TC24_friday_event_partial_cutoff;test_TC26_lunch_break_blocked;test_TC27_start_after_lunch_allowed;test_TC29_zero_duration_meeting;test_TC30_meeting_duration_multiple_of_30[30-True];test_TC30_meeting_duration_multiple_of_30[60-True],test_TC1_empty_day;test_TC2_single_event_midday;test_TC3_multiple_nonoverlapping_events;test_TC4_overlapping_events;test_TC5_adjacent_events;test_TC6_meeting_fits_morning;test_TC8_event_partial_outside_hours;test_TC9_friday_cutoff;test_TC10_friday_event_ends_at_cutoff;test_TC12_granularity_15min;test_TC20_many_events;test_TC21_small_gaps_between_events;test_TC25_multiple_consecutive_overlaps;test_TC28_buffer_after_event;test_TC30_meeting_duration_multiple_of_30[45-False];test_TC30_meeting_duration_multiple_of_30[20-False],17,16,Yes,1.0,"To cover typical/normal input scenarios, To cover all functional requirements, To expose potential failure points, To maximize code coverage","if the input day is a friday, or 'fri' (15:00, 17:00) with automatically be added as an event blocking that",I didn't think there is one?,Extremely confident (81-100%),No,Cases where there are no events on Fridays after 15:00.,missing constraint,"code, tests",do not have 15:00 - 17:00 ms cut offs on fridays,S0047
G2A,"[{'ac_1': 'Given a calendar with events ""9:00-10:00"", ""13:00-14:00"" on a Friday when searching for a 60-min meeting on Fri then the system returns [""10:00"", ""10:30"", ""11:00"", ""11:30"", ""12:00"", ""12:30"", ""14:00""]', 'ac_2': 'Given a calendar with events ""9:00-11:00"", ""11:50-12:50"", ""16:15-17:00"" on a Friday when searching for a 45 min meeting on Mon then return a [""10:00-12:00"", ""12:50-15:00""]', 'ac_3': 'Given events [""10:00-12:00"", ""12:00-15:00""] when requesting a 60-minute meeting then return [""9:00"", ""15:00""]', 'ac_4': 'Given events [""9:00-15:00""] when requesting 120-minute meeting then return [""15:00""]', 'ac_5': 'Given events [""9:00-10:00"", ""15:00-16:00""] when requesting 15-min meeting then return [""10:00"", ""10:30"", ""11:00"", ..., ""16:30""] at 30 min intervals', 'ac_6': ''}]","[{'c_1': 'The day parameter must be a three letter abbreviation', 'c_2': 'Only weekdays are supported', 'c_3': 'Input events may be provided in order', 'c_4': 'The system must internally sort events by start time before processing to correctly identify gaps', 'c_5': 'All times are treated as local', 'c_6': 'Meeting duration must be positive'}]",To return valid meeting times,"events: List[Dict[str, str]], meeting_duration: int, day: str",Return a list of strings,,,,,,,,,,test_TC2_single_event_midday;test_TC7_meeting_exceeds_working_hours;test_TC11_friday_long_meeting;test_TC13_short_duration;test_TC14_event_full_day;test_TC15_negative_duration;test_TC16_invalid_time_format;test_TC17_invalid_event_interval;test_TC19_multiple_windows_order;test_TC20_many_events;test_TC23_empty_day_duration_fills_last_slot;test_TC26_lunch_break_blocked;test_TC27_start_after_lunch_allowed;test_TC28_buffer_after_event;test_TC29_zero_duration_meeting;test_TC30_meeting_duration_multiple_of_30[30-True];test_TC30_meeting_duration_multiple_of_30[60-True];test_TC30_meeting_duration_multiple_of_30[45-False];test_TC30_meeting_duration_multiple_of_30[20-False],test_TC1_empty_day;test_TC3_multiple_nonoverlapping_events;test_TC4_overlapping_events;test_TC5_adjacent_events;test_TC6_meeting_fits_morning;test_TC8_event_partial_outside_hours;test_TC9_friday_cutoff;test_TC10_friday_event_ends_at_cutoff;test_TC12_granularity_15min;test_TC18_invalid_date;test_TC21_small_gaps_between_events;test_TC22_friday_overlap_long_meeting;test_TC24_friday_event_partial_cutoff;test_TC25_multiple_consecutive_overlaps,19,14,Yes,2.0,To test boundary and edge cases,By placing a constraint on Friday,negative time,Extremely confident (81-100%),No,Booking on Fridays where the time slot from 15:00 onwards is available,missing constraint,"requirements/spec (if you have one), code, tests",Do not allow for meeting on Friday after 15:00,S0040
G2A,"[{'ac_1': 'Given a Friday and no events, when duration is 30 min, then no slot after 15:00 is returned.', 'ac_2': 'Given a non Friday and no events when duration is 30 mins, then slots from 09:00 to 16:30 are returned in 15 min steps.', 'ac_3': 'Given any day and event that conflicts a candidate slot, when suggestions are compiled, that slot is excluded.', 'ac_4': 'Given any day, when a slot would start during 12:00-13:00, even it is excluded.', 'ac_5': 'Given any day and meeting duration <= 0, when suggestions are compiled, returned list is empty.', 'ac_6': 'Given any day and an event fully outside work hours, when suggestions are compiled, even availability is full.'}]","[{'c_1': 'Work hours are 09:00 - 17:00.', 'c_2': 'Time slots are evaluated every 15 mins.', 'c_3': 'Lunch break 12:00 - 13:00 blocks meeting starts.', 'c_4': 'A 15 meeting buffer after each event is blocked.', 'c_5': 'Meeting duration must be positive integer [+].', 'c_6': 'On Fridays, latest allowed start is 15:00.'}]","The system computes valid meeting start times for a given day, using existing events and a requested duration. It returns slots that respect other events and workday.","events - List[Dict[str, STR]] of events w/start and end time strings in HH:MM format, meeting_duration: INT, number of minutes. Valid: POS time AND.",returns List[str] of valid start times formatted as HH:MM sorted ascending. returns empty list if no valid slots exist.,,,,,,,,,,test_TC7_meeting_exceeds_working_hours;test_TC10_friday_event_ends_at_cutoff;test_TC11_friday_long_meeting;test_TC14_event_full_day;test_TC15_negative_duration;test_TC16_invalid_time_format;test_TC17_invalid_event_interval;test_TC18_invalid_date;test_TC19_multiple_windows_order;test_TC20_many_events;test_TC22_friday_overlap_long_meeting;test_TC23_empty_day_duration_fills_last_slot;test_TC24_friday_event_partial_cutoff;test_TC26_lunch_break_blocked;test_TC27_start_after_lunch_allowed;test_TC28_buffer_after_event;test_TC29_zero_duration_meeting;test_TC30_meeting_duration_multiple_of_30[30-True];test_TC30_meeting_duration_multiple_of_30[60-True],test_TC1_empty_day;test_TC2_single_event_midday;test_TC3_multiple_nonoverlapping_events;test_TC4_overlapping_events;test_TC5_adjacent_events;test_TC6_meeting_fits_morning;test_TC8_event_partial_outside_hours;test_TC9_friday_cutoff;test_TC12_granularity_15min;test_TC13_short_duration;test_TC21_small_gaps_between_events;test_TC25_multiple_consecutive_overlaps;test_TC30_meeting_duration_multiple_of_30[45-False];test_TC30_meeting_duration_multiple_of_30[20-False],19,14,Yes,2.0,"To cover typical/normal input scenarios, To check invalid/unexpected inputs, To cover all functional requirements, To expose potential failure points","When the solution detects ""still""""Friday""or ISO date with weekday Friday, Latest start is capped to 15:00 before generating list.","If Friday is provided in a different format (e.g. ""02/06/2025""), it won't be recognized as Friday.",Very confident (61-80%),No,Any Friday with a valid slot set starting after 15:00 would be incorrect.,missing constraint,"code, tests","If the meeting day is Friday, exclude any slot whose start time is after 15:00.",S0043
G3B,,,,,,"[{'c_1': 'Resource > 0', 'c_2': 'Requested resources > 0', 'c_3': 'Requested should be returning, Yes or False', 'c_4': 'Requested resources must exist in available resources', 'c_5': '# request and resources must be int', 'c_6': '# enum of requested < resources (different from last version which was ≤)'}]",SAME,"[{'fr_1': 'SAME', 'fr_10': '', 'fr_2': '', 'fr_3': '', 'fr_4': '', 'fr_5': '', 'fr_6': '', 'fr_7': '', 'fr_8': '', 'fr_9': ''}]",SAME as last version,SAME,"[{'neg_req_1': 'num of requested > resource available', 'neg_req_2': 'Requested resource not available, returning if return True'}]",SAME,SAME,"[{'inv_1': 'SAME', 'inv_2': 'SAME', 'inv_3': 'request al < resources available'}]",test_TC15_none_requests;test_TC19_valid_simple_case;test_TC20_valid_multi_resource;test_TC26_empty_requests_valid;test_TC28_valid_float;test_TC31_one_resource_must_remain_true;test_TC32_multi_resource_exact_cpu,test_TC1_negative_resource_value;test_TC2_negative_request_value;test_TC3_nan_value;test_TC4_infinite_value;test_TC5_resources_not_dict;test_TC6_requests_not_list;test_TC7_request_item_not_dict;test_TC8_resource_value_not_number;test_TC9_request_value_not_number;test_TC10_resource_key_not_string;test_TC11_request_key_not_string;test_TC12_missing_resource_type;test_TC13_empty_resource_dict_invalid;test_TC14_none_resources;test_TC16_nested_invalid_request;test_TC17_list_inside_request_value;test_TC18_tuple_inside_request_value;test_TC21_zero_and_negative_mix;test_TC22_valid_zero_values;test_TC23_request_with_extra_invalid_key;test_TC24_string_number;test_TC25_string_number_in_request;test_TC27_empty_requests_invalid_resources;test_TC29_invalid_float_nan_request;test_TC30_one_resource_must_remain_false;test_TC33_multi_resource_exact_cpu,7,26,Yes,5.0,"To test boundary and edge cases, To maximize code coverage, Random selection",gviz d: new requirement is in the prompt. Validate request amount changed,,Very confident (61- 80%),No,num of resource cannot be all taken,missing constraint,"requirements/spec (if you have one), code, prompt strategy",keep number of requested resource < number of resource available,S0050
G3A,,,,,,"[{'c_1': 'The system must not return any slot starting after 15 on Friday.', 'c_2': 'The system must not apply the Friday cutoff to non-Friday days.', 'c_3': 'C1 From Lab 5 can be used here', 'c_4': 'constraints', 'c_5': '', 'c_6': ''}]","Same as Lab 5, except,
- day is no longer ignored.
- Friday specific rule now exists: meetings on Fridays must not start after 15.
- This rule is added on top of all previous rules (walk hours, lunch, event conflicts, 15 min grid, ...).","[{'fr_1': 'On Fridays, a meeting must not start after 15.', 'fr_10': '', 'fr_2': '15 is allowed; times later than 15 are excluded.', 'fr_3': 'The Friday rule applies in addition to all existing constraints (walk hours, launch/conflicts, etc).', 'fr_4': 'The day input must be recognizable as Friday for the Friday rule to trigger.', 'fr_5': '', 'fr_6': '', 'fr_7': '', 'fr_8': '', 'fr_9': ''}]","Same as Lab 5, plus: On Fridays, valid meetings must not start after 15:00","events: Same as before
meeting_duration: Same as before
day: day is now used to detect Friday. The Friday cutoff applies only when the day is recognized as Friday.","[{'neg_req_1': 'The system must not return any slot starting after 15 on a Friday.', 'neg_req_2': 'The system must not apply the Friday cutoff to non-Friday days.'}]","Same as before + on Fridays, returned start times must be ≤ 15:00.","Same as Lab 5, no change...","[{'inv_1': 'If day is Friday, every returned slot must have start time < 15.', 'inv_2': '', 'inv_3': 'Can use C from Lab 5.'}]",test_TC7_meeting_exceeds_working_hours;test_TC10_friday_event_ends_at_cutoff;test_TC11_friday_long_meeting;test_TC14_event_full_day;test_TC16_invalid_time_format;test_TC19_multiple_windows_order;test_TC20_many_events;test_TC22_friday_overlap_long_meeting;test_TC23_empty_day_duration_fills_last_slot;test_TC24_friday_event_partial_cutoff;test_TC26_lunch_break_blocked;test_TC27_start_after_lunch_allowed;test_TC28_buffer_after_event;test_TC29_zero_duration_meeting;test_TC30_meeting_duration_multiple_of_30[30-True];test_TC30_meeting_duration_multiple_of_30[60-True],test_TC1_empty_day;test_TC2_single_event_midday;test_TC3_multiple_nonoverlapping_events;test_TC4_overlapping_events;test_TC5_adjacent_events;test_TC6_meeting_fits_morning;test_TC8_event_partial_outside_hours;test_TC9_friday_cutoff;test_TC12_granularity_15min;test_TC13_short_duration;test_TC15_negative_duration;test_TC17_invalid_event_interval;test_TC18_invalid_date;test_TC21_small_gaps_between_events;test_TC25_multiple_consecutive_overlaps;test_TC30_meeting_duration_multiple_of_30[45-False];test_TC30_meeting_duration_multiple_of_30[20-False],16,17,Yes,2.0,"To cover typical/normal input scenarios, To test boundary and edge cases, To reflect examples given in the specification, To expose potential failure points, To maximize code coverage","By checking whether day is a Friday & then filtering candidate start times during slot generation: any start time later than 15 is skipped on Fridays, while 15 itself is allowed. All other rules remain unchanged & still apply.","If day is given in an unexpected/non-ISO format, Friday may not be detected, so the 15 cutoff might not apply.",Very confident (61-80%),No,"Fridays with otherwise valid slots after 15. Friday with no events. Friday with events/lunch, shift starts leaving valid date slot after 15. Friday Provided as ISO date if treats day as unused",missing constraint,"requirements/spec (if you have one), code, tests, prompt strategy","On Fridays, the system must exclude any meeting slot whose start time is later than 15, even if it satisfies all other rules.",S0049
G3B,,,,,,"[{'c_1': 'Capacities are non-negative', 'c_2': 'Amounts are non-negative', 'c_3': 'Request should reference any resource defined in resources', 'c_4': 'One resource should be strictly unallocated for allocation to be valid.', 'c_5': 'Resources are independent (cant compensate shortage)', 'c_6': 'Allocation is evaluated statically at a single point.'}]",Can return False immediately if resource exceeds capacity shall cause an error if not a dictionary shall return False if resources are fully consumed,"[{'fr_1': 'Accepts dictionary of available resources', 'fr_10': '', 'fr_2': 'Accepts a list of request dictionaries', 'fr_3': 'Capacities are numeric and non-negative', 'fr_4': 'Amounts are numeric and non-negative', 'fr_5': 'Return False if exceeds capacity', 'fr_6': 'Does not modify input parameters', 'fr_7': '', 'fr_8': '', 'fr_9': ''}]",Whether a set of resource requests can be satisfied without exceeding available capacities. It ensures that at least one resource remains partially unallocated after assignment.,"2 input params resource: Dict[str, Number] Dictionary mapping resource name to available capacity(can be float or int) requests: List[Dict[str, Number]] List of dictionaries where each dictionary represents a request mapping resource names to amounts. Requested resource must be in resources.","[{'neg_req_1': ""Don't return True if resource's total requested amount exceeds capacity"", 'neg_req_2': ""Don't return True when all resources are fully consumed even if capacity does not exceed.""}]",Boolean True/False True: if resource exceeds capacity and at least one resource remains strictly unallocated after assignment False: otherwise,It doesn't choose between feasible scenarios and any evaluated are proposed allocation and determines if it satisfies all constraints including if the requirement that at least one resource remain unallocated. It would need to be equally defined.,"[{'inv_1': ""For every resource's total usage is tracked independently"", 'inv_2': 'All processed requests amounts are numeric and non-negative', 'inv_3': 'Can only be true if no resource exceeds its capacity and one resource strictly remaining capacity.'}]",test_TC8_resource_value_not_number;test_TC15_none_requests;test_TC19_valid_simple_case;test_TC20_valid_multi_resource;test_TC24_string_number;test_TC26_empty_requests_valid;test_TC28_valid_float;test_TC31_one_resource_must_remain_true;test_TC32_multi_resource_exact_cpu,test_TC1_negative_resource_value;test_TC2_negative_request_value;test_TC3_nan_value;test_TC4_infinite_value;test_TC5_resources_not_dict;test_TC6_requests_not_list;test_TC7_request_item_not_dict;test_TC9_request_value_not_number;test_TC10_resource_key_not_string;test_TC11_request_key_not_string;test_TC12_missing_resource_type;test_TC13_empty_resource_dict_invalid;test_TC14_none_resources;test_TC16_nested_invalid_request;test_TC17_list_inside_request_value;test_TC18_tuple_inside_request_value;test_TC21_zero_and_negative_mix;test_TC22_valid_zero_values;test_TC23_request_with_extra_invalid_key;test_TC25_string_number_in_request;test_TC27_empty_requests_invalid_resources;test_TC29_invalid_float_nan_request;test_TC30_one_resource_must_remain_false;test_TC33_multi_resource_exact_cpu,9,24,Yes,2.0,"To check invalid/unexpected inputs, Other: ory (queue left) unused",It adds an additional check after validating no capacity is exceeded. used = capacity → False resource has capacity → True,"If both are empty, Floaty point issues, No resources",Moderately confident (41-60%),Not Sure,If not queued and capacity is 0 (cpu: 5 men:0) → (ops:5),"missing constraint, parsing/format assumption","code, tests",At least one require must strictly have unused capacity,S0052
G3B,,,,,,"[{'c_1': 'Resource capacity and request amounts are non negative number', 'c_2': 'Each requests specifies amounts for known resources only', 'c_3': 'Inputs are in a consistent a reasonable format', 'c_4': ""Allocation can't exceed available resource capacity"", 'c_5': 'Atleast one resource must remain unallocated after allot', 'c_6': ""Requests are independent a don't depend on order""}]","Requests must reference only known resources
Resource amounts a requests can't be negative
At least 1 resource must remain unallocated after allocation
Allocations exceeding any resource capacity are invalid
Inputs are assumed to be well formed a consistent","[{'fr_1': 'Accept a list of resources requesting a available resources as input', 'fr_10': '', 'fr_2': 'Check if all requests can be satisfied without exceeding resource capacities', 'fr_3': 'Ensure at least one resource remains unallocated after allocation', 'fr_4': 'Return True if a valid allocation exists, otherwise return false', 'fr_5': 'Handle input in a consistent a reasonable format', 'fr_6': '', 'fr_7': '', 'fr_8': '', 'fr_9': ''}]",The objective of the system is to determine whether all resources requested can be satisfied without exceeding available capacities. Availed allocation must fulfill all requests while leaving atleast one resource with remaining capacity,"resources: A dictionary where keys are resource names a value are the total available capacities
requests: A list of dictionaries where each dictionary represents a mapping resource name to the required amounts","[{'neg_req_1': ""The system must not allow an allocation that exceeds any resource's available capacity"", 'neg_req_2': 'The system must not consider an allocation valid if all resources are fully consumed'}]",The function returns a boolean: True if all requests can be satisfied a atleast one resource still has remaining capacity otherwise false,"If multiple allocations are feasible, prioritize the one that leaves the most total remaining resources unallocated","[{'inv_1': 'No resources allocated amount can exceed its total available capacity', 'inv_2': 'All requests must be fully satisfied if the allocation is feasible', 'inv_3': 'At least one resource must always have remaining capacity after allocation'}]",test_TC8_resource_value_not_number;test_TC9_request_value_not_number;test_TC15_none_requests;test_TC16_nested_invalid_request;test_TC17_list_inside_request_value;test_TC18_tuple_inside_request_value;test_TC19_valid_simple_case;test_TC20_valid_multi_resource;test_TC22_valid_zero_values;test_TC24_string_number;test_TC25_string_number_in_request;test_TC26_empty_requests_valid;test_TC28_valid_float;test_TC30_one_resource_must_remain_false;test_TC31_one_resource_must_remain_true;test_TC32_multi_resource_exact_cpu;test_TC33_multi_resource_exact_cpu,test_TC1_negative_resource_value;test_TC2_negative_request_value;test_TC3_nan_value;test_TC4_infinite_value;test_TC5_resources_not_dict;test_TC6_requests_not_list;test_TC7_request_item_not_dict;test_TC10_resource_key_not_string;test_TC11_request_key_not_string;test_TC12_missing_resource_type;test_TC13_empty_resource_dict_invalid;test_TC14_none_resources;test_TC21_zero_and_negative_mix;test_TC23_request_with_extra_invalid_key;test_TC27_empty_requests_invalid_resources;test_TC29_invalid_float_nan_request,17,16,Yes,5.0,"To cover typical/normal input scenarios, To test boundary and edge cases",Checks the atleast 1 resource ordains capacity,Request include zero or negative amounts,Moderately confident (41-60%),No,What total requested amount equal the available capacity for all resource,"missing constraint, invariant violation","code, tests, prompt strategy",at at least one resource still has remaining cap after the allocation,S0051
