version,specification,Task,before_g2_ac,before_g2_constraints,before_g2_goal,before_g2_input,before_g2_output,before_g3_constraints,before_g3_exception,before_g3_frs,before_g3_goal,before_g3_input,before_g3_invariants,before_g3_neg_req,before_g3_output,before_g3_tie_breaking,passed_tests_phase1,failed_tests_phase1,num_hidden_test_passed_phase1,num_hidden_test_failed_phase1,before_p_1,before_p_2,before_p_3,before_p_4,before_p_5,before_p_6,before_p_7,before_p_8,anon_id
G1B,G1,B,,,,,,,,,,,,,,,test_TC5_resources_not_dict;test_TC8_resource_value_not_number;test_TC9_request_value_not_number;test_TC14_none_resources;test_TC15_none_requests;test_TC16_nested_invalid_request;test_TC17_list_inside_request_value;test_TC18_tuple_inside_request_value;test_TC19_valid_simple_case;test_TC20_valid_multi_resource;test_TC24_string_number;test_TC25_string_number_in_request;test_TC26_empty_requests_valid;test_TC28_valid_float;test_TC31_one_resource_must_remain_true;test_TC32_multi_resource_exact_cpu,test_TC1_negative_resource_value;test_TC2_negative_request_value;test_TC3_nan_value;test_TC4_infinite_value;test_TC6_requests_not_list;test_TC7_request_item_not_dict;test_TC10_resource_key_not_string;test_TC11_request_key_not_string;test_TC12_missing_resource_type;test_TC13_empty_resource_dict_invalid;test_TC21_zero_and_negative_mix;test_TC22_valid_zero_values;test_TC23_request_with_extra_invalid_key;test_TC27_empty_requests_invalid_resources;test_TC29_invalid_float_nan_request;test_TC30_one_resource_must_remain_false;test_TC33_multi_resource_exact_cpu,16,17,yes,5.0,3.0,5.0,"[2, 3, 6, 7]",3.0,[3],4.0,S0023
G1B,G1,B,,,,,,,,,,,,,,,test_TC2_negative_request_value;test_TC8_resource_value_not_number;test_TC15_none_requests;test_TC19_valid_simple_case;test_TC20_valid_multi_resource;test_TC21_zero_and_negative_mix;test_TC24_string_number;test_TC26_empty_requests_valid;test_TC28_valid_float;test_TC31_one_resource_must_remain_true;test_TC32_multi_resource_exact_cpu,test_TC1_negative_resource_value;test_TC3_nan_value;test_TC4_infinite_value;test_TC5_resources_not_dict;test_TC6_requests_not_list;test_TC7_request_item_not_dict;test_TC9_request_value_not_number;test_TC10_resource_key_not_string;test_TC11_request_key_not_string;test_TC12_missing_resource_type;test_TC13_empty_resource_dict_invalid;test_TC14_none_resources;test_TC16_nested_invalid_request;test_TC17_list_inside_request_value;test_TC18_tuple_inside_request_value;test_TC22_valid_zero_values;test_TC23_request_with_extra_invalid_key;test_TC25_string_number_in_request;test_TC27_empty_requests_invalid_resources;test_TC29_invalid_float_nan_request;test_TC30_one_resource_must_remain_false;test_TC33_multi_resource_exact_cpu,11,22,yes,4.0,3.0,5.0,"[2, 3, 6, 7]",4.0,"[2, 4]",4.0,S0024
G2B,G2,B,"[{'ac_1': '', 'ac_2': '', 'ac_3': '', 'ac_4': '', 'ac_5': '', 'ac_6': ''}]","[{'c_1': '', 'c_2': '', 'c_3': '', 'c_4': '', 'c_5': '', 'c_6': ''}]","It is supposed to check for given per request; to see if there any way to satisfy all requests, who exceeding capacity","resource_s -> Dict[str, Number] -> key: existing, requests -> List[Dict[str: Number]] -> a list of dictionaries where each element is a request and maps to a dict where for list",bool -> a true if there is a valid allocation and false otherwise,,,,,,,,,,test_TC5_resources_not_dict;test_TC8_resource_value_not_number;test_TC9_request_value_not_number;test_TC14_none_resources;test_TC15_none_requests;test_TC16_nested_invalid_request;test_TC17_list_inside_request_value;test_TC18_tuple_inside_request_value;test_TC19_valid_simple_case;test_TC20_valid_multi_resource;test_TC24_string_number;test_TC25_string_number_in_request;test_TC28_valid_float;test_TC31_one_resource_must_remain_true;test_TC32_multi_resource_exact_cpu,test_TC1_negative_resource_value;test_TC2_negative_request_value;test_TC3_nan_value;test_TC4_infinite_value;test_TC6_requests_not_list;test_TC7_request_item_not_dict;test_TC10_resource_key_not_string;test_TC11_request_key_not_string;test_TC12_missing_resource_type;test_TC13_empty_resource_dict_invalid;test_TC21_zero_and_negative_mix;test_TC22_valid_zero_values;test_TC23_request_with_extra_invalid_key;test_TC26_empty_requests_valid;test_TC27_empty_requests_invalid_resources;test_TC29_invalid_float_nan_request;test_TC30_one_resource_must_remain_false;test_TC33_multi_resource_exact_cpu,15,18,Yes,Not confident at all,Moderately confident,0.0,,,,,S0025
G2B,G2,B,"[{'ac_1': 'returns T when total demand is within capacity exactly', 'ac_2': 'returns F when any single demand exceeds capacity', 'ac_3': 'returns T when a request uses an unavailable resource', 'ac_4': 'returns T when the request list is empty', 'ac_5': 'returns T when total demand exactly equals capacity', 'ac_6': 'handles multiple resources correctly'}]","[{'c_1': 'resources names as strings and case senstive', 'c_2': 'quantities and amounts are non-negative integers', 'c_3': 'order of requests does not matter', 'c_4': 'empty request are handled', 'c_5': 'only total demand is checked', 'c_6': 'inputs are not modified'}]",the goal of the system is to determine whether a set of resource requests can be satisfied given limited resources,it solves: a dictionary mapping resource names to available amounts. request is: a list of dictionaries mapping resource names to required amounts,returns true if all requests can be satisfied without exceeding available resources. returns false otherwise,,,,,,,,,,test_TC5_resources_not_dict;test_TC8_resource_value_not_number;test_TC9_request_value_not_number;test_TC14_none_resources;test_TC15_none_requests;test_TC16_nested_invalid_request;test_TC17_list_inside_request_value;test_TC18_tuple_inside_request_value;test_TC19_valid_simple_case;test_TC20_valid_multi_resource;test_TC24_string_number;test_TC25_string_number_in_request;test_TC26_empty_requests_valid;test_TC28_valid_float;test_TC31_one_resource_must_remain_true;test_TC32_multi_resource_exact_cpu,test_TC1_negative_resource_value;test_TC2_negative_request_value;test_TC3_nan_value;test_TC4_infinite_value;test_TC6_requests_not_list;test_TC7_request_item_not_dict;test_TC10_resource_key_not_string;test_TC11_request_key_not_string;test_TC12_missing_resource_type;test_TC13_empty_resource_dict_invalid;test_TC21_zero_and_negative_mix;test_TC22_valid_zero_values;test_TC23_request_with_extra_invalid_key;test_TC27_empty_requests_invalid_resources;test_TC29_invalid_float_nan_request;test_TC30_one_resource_must_remain_false;test_TC33_multi_resource_exact_cpu,16,17,Yes,Extremely confident,Moderately confident,5.0,"To cover typical/normal input scenarios, To test boundary and edge cases, To cover all functional requirements, To expose potential failure points, To maximize code coverage",Very confident,"Ambiguous wording, Missing constraints or invariants",Very confident (61-80%),S0026
G2B,G2,B,"[{'ac_1': 'Given user provides cpu:10, ram:32, and request for 4, ram:8, when is_alloc_feasible called after time return true.', 'ac_2': 'given cpu:16, ram:16 and it cpu:3, cpu:10 is provided when is_alloc_feasible called after time return false.', 'ac_3': 'when is_infeasible called after time return false. called given cpu:10 and request cpu:4, cpu:2, when is_feasible called after time return true.', 'ac_4': 'given cpu:-3, requested when func called, it returns false.', 'ac_5': 'given wrong format is used, when is_feasible called return false.', 'ac_6': 'given resource cpu:-5, when should called return false.'}]","[{'c_1': 'Resources must be non-negative.', 'c_2': 'Resources are independent & each other', 'c_3': 'No ordering of requests.', 'c_4': 'the allocation is all or nothing.', 'c_5': 'No time dimension.', 'c_6': 'Unit of measure ment are consistent.'}]",To find resources are enough to give it to a request to run. the request requires CPUs and some memory to run & we need to make sure we have enough.,"resources are a dictionary mapping each resource str to its available capacity. requests maps resource name str to amount required number int. Valid -> str, int",A boolean -> True or false.,,,,,,,,,,test_TC5_resources_not_dict;test_TC8_resource_value_not_number;test_TC9_request_value_not_number;test_TC14_none_resources;test_TC15_none_requests;test_TC16_nested_invalid_request;test_TC17_list_inside_request_value;test_TC18_tuple_inside_request_value;test_TC19_valid_simple_case;test_TC20_valid_multi_resource;test_TC24_string_number;test_TC25_string_number_in_request;test_TC26_empty_requests_valid;test_TC28_valid_float;test_TC31_one_resource_must_remain_true;test_TC32_multi_resource_exact_cpu,test_TC1_negative_resource_value;test_TC2_negative_request_value;test_TC3_nan_value;test_TC4_infinite_value;test_TC6_requests_not_list;test_TC7_request_item_not_dict;test_TC10_resource_key_not_string;test_TC11_request_key_not_string;test_TC12_missing_resource_type;test_TC13_empty_resource_dict_invalid;test_TC21_zero_and_negative_mix;test_TC22_valid_zero_values;test_TC23_request_with_extra_invalid_key;test_TC27_empty_requests_invalid_resources;test_TC29_invalid_float_nan_request;test_TC30_one_resource_must_remain_false;test_TC33_multi_resource_exact_cpu,16,17,Yes,Slightly confident,Not confident at all,5.0,"To test boundary and edge cases, To check invalid or unexpected inputs",Moderately confident,"Missing details, Ambiguous wording",Moderately confident (41-60%),S0027
G2B,G2,B,"[{'ac_1': 'Given a list of resource requests whose total does not exceed the available capacity when is_allocation_feasible executes, then the function returns true.', 'ac_2': 'Given an empty list of requests, when is_allocation_feasible executes, then the function returns true.', 'ac_3': 'Given a list of resource requests whose total exceeds the available capacity, when is_allocation_feasible executes, then function returns false.', 'ac_4': 'Given a list that contains a single request that exceeds the available capacity, when is_allocation_feasible executes, then function returns false.', 'ac_5': 'Given a list of requests where total matches the available capacity, when is_allocation_feasible executes, then function returns true.', 'ac_6': 'Given requests and available resources for multiple resource types where at least one exceeds its capacity, when is_allocation_feasible executes, then function returns false.'}]","[{'c_1': 'Resources are finite.', 'c_2': 'Requests are non-negative.', 'c_3': 'Order of requests does not affect feasibility.', 'c_4': 'Resource types must align between capacity and requests.', 'c_5': 'No state changes.', 'c_6': 'Requests must be fully satisfied.'}]",The objective of this system is to determine if it can allocate enough resources so that everyone's needs are met.,"The functions have two input parameters, requests and resources. The requests input is type list and holds resources. The resources is type dictionary that holds a string-type key and an integer value. The integer value must be non-negative. For requests, it must hold dictionary-type objects","Function should return a Boolean value. True if allocation is feasible, false otherwise.",,,,,,,,,,test_TC5_resources_not_dict;test_TC8_resource_value_not_number;test_TC9_request_value_not_number;test_TC14_none_resources;test_TC15_none_requests;test_TC16_nested_invalid_request;test_TC17_list_inside_request_value;test_TC18_tuple_inside_request_value;test_TC19_valid_simple_case;test_TC20_valid_multi_resource;test_TC24_string_number;test_TC25_string_number_in_request;test_TC26_empty_requests_valid;test_TC28_valid_float;test_TC31_one_resource_must_remain_true;test_TC32_multi_resource_exact_cpu,test_TC1_negative_resource_value;test_TC2_negative_request_value;test_TC3_nan_value;test_TC4_infinite_value;test_TC6_requests_not_list;test_TC7_request_item_not_dict;test_TC10_resource_key_not_string;test_TC11_request_key_not_string;test_TC12_missing_resource_type;test_TC13_empty_resource_dict_invalid;test_TC21_zero_and_negative_mix;test_TC22_valid_zero_values;test_TC23_request_with_extra_invalid_key;test_TC27_empty_requests_invalid_resources;test_TC29_invalid_float_nan_request;test_TC30_one_resource_must_remain_false;test_TC33_multi_resource_exact_cpu,16,17,Yes,Not confident at all,Not confident at all,5.0,To check invalid or unexpected inputs,Not confident at all,"Missing details, Ambiguous wording, Lack of examples, Missing constraints or invariants",Not confident at all (0-20%),S0028
G2B,G2,B,"[{'ac_1': 'Given available resources with sufficient capacity, when all requests are made, then the function returns True', 'ac_2': ""Given the available capacity is 'CPU' 10, when the total requests for 'CPU' are 5, then the function returns True"", 'ac_3': ""Given the available capacity is 'RAM' 30, when the total requests for 'RAM' are 10, 15, and 10, then the function returns False"", 'ac_4': ""Given the capacity for 'disk' is exactly 5.0, when two requests are made for 2.5 each, then the function returns True"", 'ac_5': ""Given the available resource only includes 'CPU', when a request asks for 'GPU', then the function returns False"", 'ac_6': 'Given the stored capacity is defined as a negative number, when the function is called, then an error is raised'}]","[{'c_1': 'Resource requests are positive, matching total offered in the sum check request', 'c_2': 'Resource capacities cannot be exceeded under any circumstances', 'c_3': 'All required resources must exist in the available network list, otherwise the allocation is infeasible', 'c_4': 'Each request is assumed to be properly formatted as a dictionary with integer & float values to compute', 'c_5': 'Resource capacity and request amounts must be valid numeric values', 'c_6': 'Negative values for capacities or specified amounts are not allowed'}]",This system checks whether you have enough resources available to satisfy a set of requests. It returns a boolean value indicating if a valid allocation exists.,#NAME?,"True if all requests can be satisfied without exceeding available capacity, False otherwise. If at least one request cannot be satisfied without exceeding available capacity, should return False.",,,,,,,,,,test_TC1_negative_resource_value;test_TC2_negative_request_value;test_TC3_nan_value;test_TC4_infinite_value;test_TC19_valid_simple_case;test_TC20_valid_multi_resource;test_TC21_zero_and_negative_mix;test_TC26_empty_requests_valid;test_TC28_valid_float;test_TC29_invalid_float_nan_request;test_TC31_one_resource_must_remain_true;test_TC32_multi_resource_exact_cpu,test_TC5_resources_not_dict;test_TC6_requests_not_list;test_TC7_request_item_not_dict;test_TC8_resource_value_not_number;test_TC9_request_value_not_number;test_TC10_resource_key_not_string;test_TC11_request_key_not_string;test_TC12_missing_resource_type;test_TC13_empty_resource_dict_invalid;test_TC14_none_resources;test_TC15_none_requests;test_TC16_nested_invalid_request;test_TC17_list_inside_request_value;test_TC18_tuple_inside_request_value;test_TC22_valid_zero_values;test_TC23_request_with_extra_invalid_key;test_TC24_string_number;test_TC25_string_number_in_request;test_TC27_empty_requests_invalid_resources;test_TC30_one_resource_must_remain_false;test_TC33_multi_resource_exact_cpu,12,21,Yes,Moderately confident,Very confident,5.0,"To test boundary and edge cases, To check invalid or unexpected inputs",Moderately confident,Missing constraints or invariants,Slightly confident (21-40%),S0029
G2B,G2,B,"[{'ac_1': 'Given available resources are 10 when the total requested CPU is less than/equal to 10, return true.', 'ac_2': 'Given multiple resources, if any exceeds capacity then return false.', 'ac_3': 'Given a request includes a resource which is not defined, when the system runs, then it returns false.', 'ac_4': 'Given an empty list, when the function checks feasibility, then returning true.', 'ac_5': 'Given one request is not given as dictionary, when the function processes the request, then raises error.', 'ac_6': 'Given a request has negative value, when the function evaluates it, then raises error.'}]","[{'c_1': 'Resource capacities must not be negative.', 'c_2': 'Each request should be a dictionary.', 'c_3': 'Requested resource amounts must also not be negative.', 'c_4': 'All resources must be processed.', 'c_5': 'Assuming resources are divisible and can be added.', 'c_6': 'An empty list is a valid input.'}]","To determine whether a set of requests can be satisfied given limited resources, while holding all constraints. The system makes sure that all allocations are feasible by making sure that the total requests do not exceed the capacity.","Resources parameter is a dictionary where every key is a string (resource name). Each value is a positive integer on floats showing the total capacity of the resource. Requests parameter is a list of dictionary, where each dictionary represents a single request. Keys are strings and values are positive numbers. Only dictionaries are valid.",The return is a boolean value. True if all requests can be satisfied otherwise false.,,,,,,,,,,test_TC2_negative_request_value;test_TC3_nan_value;test_TC4_infinite_value;test_TC19_valid_simple_case;test_TC20_valid_multi_resource;test_TC21_zero_and_negative_mix;test_TC22_valid_zero_values;test_TC26_empty_requests_valid;test_TC28_valid_float;test_TC29_invalid_float_nan_request;test_TC30_one_resource_must_remain_false;test_TC31_one_resource_must_remain_true;test_TC32_multi_resource_exact_cpu;test_TC33_multi_resource_exact_cpu,test_TC1_negative_resource_value;test_TC5_resources_not_dict;test_TC6_requests_not_list;test_TC7_request_item_not_dict;test_TC8_resource_value_not_number;test_TC9_request_value_not_number;test_TC10_resource_key_not_string;test_TC11_request_key_not_string;test_TC12_missing_resource_type;test_TC13_empty_resource_dict_invalid;test_TC14_none_resources;test_TC15_none_requests;test_TC16_nested_invalid_request;test_TC17_list_inside_request_value;test_TC18_tuple_inside_request_value;test_TC23_request_with_extra_invalid_key;test_TC24_string_number;test_TC25_string_number_in_request;test_TC27_empty_requests_invalid_resources,14,19,Yes,Slightly confident,Not confident at all,5.0,"To cover typical/normal input scenarios, To test boundary and edge cases, To cover all functional requirements",Moderately confident,"Missing details, Lack of examples",Moderately confident (41-60%),S0030
G2B,G2,B,"[{'ac_1': 'Given user months no requests, then return an empty.', 'ac_2': 'Given it system have within resources, day allocation', 'ac_3': 'Given a request, it must be a valid number', 'ac_4': 'Given a request asking for the time requesting and delay day', 'ac_5': 'Given the system time must valid resources', 'ac_6': 'Given a valid request, then user should be given at least a slot'}]","[{'c_1': 'Requests must be in the dictionary', 'c_2': 'Capacity unless pair of resources are unknown.', 'c_3': 'Requests must be a valid.', 'c_4': 'Requests must be an int of float', 'c_5': 'If to many resources are allocated along request', 'c_6': 'Resources must be a dictionary.'}]",The system is basically meant to allocate resources to specific requests based on available capacity. It'll check whether resources are available and allocate them accordingly.,"The input function takes of two inputs. One is the resources, so you're a value incorporating the amount of resources that the key, a string makes it. The other input is a list of requested that are already assigned key-value pairs.",It simply validates the if it's success or available and the it have unavailable.,,,,,,,,,,test_TC1_negative_resource_value;test_TC2_negative_request_value;test_TC3_nan_value;test_TC4_infinite_value;test_TC15_none_requests;test_TC19_valid_simple_case;test_TC20_valid_multi_resource;test_TC21_zero_and_negative_mix;test_TC26_empty_requests_valid;test_TC28_valid_float;test_TC29_invalid_float_nan_request;test_TC31_one_resource_must_remain_true;test_TC32_multi_resource_exact_cpu,test_TC5_resources_not_dict;test_TC6_requests_not_list;test_TC7_request_item_not_dict;test_TC8_resource_value_not_number;test_TC9_request_value_not_number;test_TC10_resource_key_not_string;test_TC11_request_key_not_string;test_TC12_missing_resource_type;test_TC13_empty_resource_dict_invalid;test_TC14_none_resources;test_TC16_nested_invalid_request;test_TC17_list_inside_request_value;test_TC18_tuple_inside_request_value;test_TC22_valid_zero_values;test_TC23_request_with_extra_invalid_key;test_TC24_string_number;test_TC25_string_number_in_request;test_TC27_empty_requests_invalid_resources;test_TC30_one_resource_must_remain_false;test_TC33_multi_resource_exact_cpu,13,20,Yes,Slightly confident,Moderately confident,5.0,Other: that's what was stated by Lovest,Moderately confident,Missing details,Moderately confident (41-60%),S0031
G2B,G2,B,"[{'ac_1': ""Given the user provides available resources, 'resourceA', 10 & when the request is 'resourceA', 6 & then the allocation is feasible"", 'ac_2': ""Given the user provides available resources, 'resourceA', 10 & when the request is 'resourceA', 6 & 'resourceB', 8 & then the allocation is not feasible"", 'ac_3': ""Given the user provides available resources, 'resourceA', 10 & when the request is 'resourceB', 5 & then the allocation is not feasible"", 'ac_4': ""Given the user provides available resources, 'resourceA', 10 & when the request is 'resourceA', -1 & then the allocation is not feasible"", 'ac_5': ""Given the user does not provide any available resources, when the request is 'resourceA', 0 & then the allocator is not feasible"", 'ac_6': ""Given the user does provides the available resource 'resourceA', 10 & when the request is 'resourceA', 10 & then the allocation is feasible""}]","[{'c_1': 'The total amount requested for any resource must not exceed the available capacity of the resource', 'c_2': 'Requested amounts must be zero or positive', 'c_3': 'Every resource referenced in a request must exist in the resource mapping', 'c_4': 'Each request must be in the dictionary form with nested mapping to amount', 'c_5': 'The requested amount should be a numeric value in the form of int or float', 'c_6': 'The order of the request do not affect the result of allocation'}]",The objective of the system is to understand how the system handles allocation requests with a limited available resources. This will help us understand the steps the system takes to make sense of the data and determine if there is valid allocation.,"resources is of type dictionary where the key is a string and the values are numbers. Valid values are resources in string format and value in int or float and ≥ 0

requests is of type list where each element is a dictionary with a key value pair of string and number. Valid values are resource must be strings and also exist in resources and requested amount is in int or float and ≥ 0",The function returns a boolean value of true or false depending on if there exist a valid allocation.,,,,,,,,,,test_TC5_resources_not_dict;test_TC8_resource_value_not_number;test_TC9_request_value_not_number;test_TC14_none_resources;test_TC15_none_requests;test_TC16_nested_invalid_request;test_TC17_list_inside_request_value;test_TC18_tuple_inside_request_value;test_TC19_valid_simple_case;test_TC20_valid_multi_resource;test_TC24_string_number;test_TC25_string_number_in_request;test_TC26_empty_requests_valid;test_TC28_valid_float;test_TC31_one_resource_must_remain_true;test_TC32_multi_resource_exact_cpu,test_TC1_negative_resource_value;test_TC2_negative_request_value;test_TC3_nan_value;test_TC4_infinite_value;test_TC6_requests_not_list;test_TC7_request_item_not_dict;test_TC10_resource_key_not_string;test_TC11_request_key_not_string;test_TC12_missing_resource_type;test_TC13_empty_resource_dict_invalid;test_TC21_zero_and_negative_mix;test_TC22_valid_zero_values;test_TC23_request_with_extra_invalid_key;test_TC27_empty_requests_invalid_resources;test_TC29_invalid_float_nan_request;test_TC30_one_resource_must_remain_false;test_TC33_multi_resource_exact_cpu,16,17,Yes,Moderately confident,Not confident at all,5.0,To cover typical/normal input scenarios,Moderately confident,"Missing details, Ambiguous wording, Lack of examples",Moderately confident (41-60%),S0032
G2B,G2,B,"[{'ac_1': 'Given available resources with fixed capacities then when requested amount is equal to its capacity function returns True', 'ac_2': ""Given available resources with limited capacity when the total requested amount for any resource exceeds it's available capacity the function returns False"", 'ac_3': 'Given the inputs are provided when the format of inputs is not as expected the function returns a ValueError', 'ac_4': 'Given a set of requests when function finds an invalid request it returns False', 'ac_5': 'Given resources in decimals when total request amount does not exceed capacity then function returns True', 'ac_6': 'Given resource & request values when values are valid and requested is less than max capacity then function returns True'}]","[{'c_1': 'The resources are always +ve number', 'c_2': 'The requests can be +ve or -ve number', 'c_3': 'The strings are only ""cpu"", ""ram"", ""mem"" for both request and resource', 'c_4': 'The formatting must be done as specified in comments (input parameter to function)', 'c_5': 'The s (resources & requests mapped is not returned only boolean', 'c_6': 'The resource, request values will never exceed max +ve int capacity'}]","The system is used to determine if a set of resource requests can be satisfied given limited capacity. Provided resources and requests, the objective is to map each request to a resource if and only if it is feasible","request: List[Dict[str, Number]]: string like CPU, mem, ram mapped to the numbers
resource: Dict[str, Number]: same as above","The function returns True if all requests can be mapped to resources, no resource capacity exceeded, all capacities are valid, empty request list. False: Resource requested does not exist, total requested amount exceeds the capacity or requested amount. Value Error: only when the inputs are not in data structures as expected",,,,,,,,,,test_TC8_resource_value_not_number;test_TC9_request_value_not_number;test_TC15_none_requests;test_TC16_nested_invalid_request;test_TC17_list_inside_request_value;test_TC18_tuple_inside_request_value;test_TC19_valid_simple_case;test_TC20_valid_multi_resource;test_TC24_string_number;test_TC25_string_number_in_request;test_TC26_empty_requests_valid;test_TC28_valid_float;test_TC31_one_resource_must_remain_true;test_TC32_multi_resource_exact_cpu,test_TC1_negative_resource_value;test_TC2_negative_request_value;test_TC3_nan_value;test_TC4_infinite_value;test_TC5_resources_not_dict;test_TC6_requests_not_list;test_TC7_request_item_not_dict;test_TC10_resource_key_not_string;test_TC11_request_key_not_string;test_TC12_missing_resource_type;test_TC13_empty_resource_dict_invalid;test_TC14_none_resources;test_TC21_zero_and_negative_mix;test_TC22_valid_zero_values;test_TC23_request_with_extra_invalid_key;test_TC27_empty_requests_invalid_resources;test_TC29_invalid_float_nan_request;test_TC30_one_resource_must_remain_false;test_TC33_multi_resource_exact_cpu,14,19,Yes,Very confident,Moderately confident,20.0,"To cover typical/normal input scenarios, To test boundary and edge cases, To check invalid or unexpected inputs, To cover all functional requirements, To expose potential failure points, To maximize code coverage",Very confident,"Missing details, Lack of examples, Missing constraints or invariants",Very confident (61- 80%),S0033
G2B,G2,B,"[{'ac_1': 'Given CPU capacity of 10 units, when requests total 10 units, then allocation is feasible (True)', 'ac_2': 'Given CPU capacity of 8 units, when requests total 10 units, then allocation is infeasible (False)', 'ac_3': 'Given CPU: 8, Memory: 30, when requests total CPU: 8, Memory: 32 units then allocation is infeasible', 'ac_4': 'When only CPU resource available, when request includes CPU allocation, then allocation is infeasible (False)', 'ac_5': 'Given valid resource defined, when request is a list instead of dict, then function raises ValueError', 'ac_6': 'Given resources with available capacity, when no requests are submitted, then allocation is feasible (True)'}]","[{'c_1': ""All requests must be dictionaries; non-dict requests raises 'ValueError'"", 'c_2': 'All requested resource must exist in available resources; missing resources return False', 'c_3': 'Total demand for any resource cannot exceed its available capacity', 'c_4': 'Resource capacities and request amounts must be numeric', 'c_5': 'All resource capacities and request amounts are non-negative', 'c_6': ""Resources are independent, allocation of one doesn't affect another""}]",determining whether a set of resource allocation requests can be feasibly satisfied given limited available capacities,"Dict [str, Number] : It takes dictionary with key as string datatype & value as number. It maps from resource name to total available capacity. List [Dict [str, Number]] : It is list of dictionary with key as str and value as number. Each req is a mapping from resource name to amount required.","It returns True : if the allocation is feasible, False : Otherwise",,,,,,,,,,test_TC5_resources_not_dict;test_TC8_resource_value_not_number;test_TC9_request_value_not_number;test_TC14_none_resources;test_TC15_none_requests;test_TC16_nested_invalid_request;test_TC17_list_inside_request_value;test_TC18_tuple_inside_request_value;test_TC19_valid_simple_case;test_TC20_valid_multi_resource;test_TC24_string_number;test_TC25_string_number_in_request;test_TC26_empty_requests_valid;test_TC28_valid_float;test_TC31_one_resource_must_remain_true;test_TC32_multi_resource_exact_cpu,test_TC1_negative_resource_value;test_TC2_negative_request_value;test_TC3_nan_value;test_TC4_infinite_value;test_TC6_requests_not_list;test_TC7_request_item_not_dict;test_TC10_resource_key_not_string;test_TC11_request_key_not_string;test_TC12_missing_resource_type;test_TC13_empty_resource_dict_invalid;test_TC21_zero_and_negative_mix;test_TC22_valid_zero_values;test_TC23_request_with_extra_invalid_key;test_TC27_empty_requests_invalid_resources;test_TC29_invalid_float_nan_request;test_TC30_one_resource_must_remain_false;test_TC33_multi_resource_exact_cpu,16,17,Yes,Very confident,Very confident,4.0,"To test boundary and edge cases, To check invalid or unexpected inputs, To cover all functional requirements",Very confident,Missing constraints or invariants,Very confident (61-80%),S0034
